id_studenta	imię	nazwisko	id_uczelnia	miejsce_zam	rok_studiow	dochod_na_osobe
807	Przemyslaw	Kaczmarek	5	Wodzislaw Slaski	III	1140
1487	Laura	Ochota	5	Wodzislaw Slaski	I	1622
797	Maciej	Boni	5	Wodzislaw Slaski	IV	2667
1297	Ewelina	Korczak	5	Wodzislaw Slaski	I	2906
871	Magdalena	Jackowska	5	Wodzislaw Slaski	I	3178
665	Kacper	Luty	5	Wodzislaw Slaski	III	3201
692	Bartosz	Ziolkowski	8	Wodzislaw Slaski	I	3056
1581	Lechoslaw	Bitwa	1	Wojkowice	I	1641
355	Franciszek	Mikulski	2	Wojkowice	II	598
1142	Hanna	Bidowska	2	Wojkowice	I	2551
689	Celina	Pietras	2	Wojkowice	V	2872
955	Mateusz	Mazurkiewicz	2	Wojkowice	I	3000
1598	Anna	Galaszewska	2	Wojkowice	I	3016
29	Lidia	Kazdron	3	Wojkowice	III	2646
435	Ryszard	Siennicki	4	Wojkowice	II	2978
265	Karol	Mazurowski	5	Wojkowice	IV	719
1331	Karol	Banach	5	Wojkowice	I	2840
187	Franciszek	Szombierski	1	Wolbrom	III	698
1043	Kamil	Kucharski	2	Wolbrom	II	923
760	Agnieszka	Chmielarz	2	Wolbrom	I	2139
1530	Tomasz	Witas	2	Wolbrom	II	2728
984	Jolanta	Marcz	3	Wolbrom	I	573
786	Grzegorz	Wrzesinski	3	Wolbrom	V	1609
207	Karolina	Anuszewska	3	Wolbrom	I	1973
253	Anna	Sawiciak	4	Wolbrom	I	2285
983	Slawomir	Afganski	6	Wolbrom	II	1583
1020	Kamil	Kozlowski	7	Wolbrom	V	843
870	Jolanta	Kukulska	8	Wolbrom	I	2523
428	Anna	Hebda	2	Wroclaw	V	1070
56	Michal	Grzesiak	2	Wroclaw	V	2239
430	Jozefa	Wysocka	2	Wroclaw	II	2497
893	Celina	Mirow	2	Wroclaw	I	2732
356	Aleksander	Chinski	2	Wroclaw	I	3251
339	Mateusz	Bernacki	5	Wroclaw	III	846
1219	Anna	Konieczna	7	Wroclaw	III	992
1047	Danuta	Kowalczyk	10	Wroclaw	V	2844
171	Szymon	Duda	5	Zabrodzie	I	1160
1263	Jan	Kowalewicz	5	Zabrodzie	I	2283
728	Izabella	Bluza	5	Zabrodzie	III	3258
616	Danuta	Telejko	2	Zabrze	IV	996
1002	Zofia	Bartczak	2	Zabrze	II	1551
825	Radoslawa	Poniedzialek	2	Zabrze	V	1720
304	Wojciech	Fujarewicz	2	Zabrze	II	2125
863	Martyn	Wisniewski	2	Zabrze	V	2380
561	Kinga	Matuszyk	3	Zabrze	I	562
1249	Bogdan	Nowakowski	3	Zabrze	I	1290
939	Mieszko	Lewy	3	Zabrze	II	1408
123	Jerzy	Semeniuk	3	Zabrze	I	1482
1560	Bartosz	Pawlik	1	Zakopane	I	2115
139	Aleksander	Rutkowski	2	Zakopane	IV	560
316	Grzegorz	Balon	2	Zakopane	III	917
1524	Ryszard	Lubaszka	2	Zakopane	II	1399
188	Ewelia	Michaliska	2	Zakopane	I	2309
1022	Paulina	Barcik	5	Zakopane	I	821
829	Adam	Krakowski	5	Zakopane	I	2391
1143	Magdalena	Klekowska	5	Zakopane	I	2511
223	Katarzyna	Sokolowska	5	Zakopane	III	2656
1286	Anna	Potocka	8	Zakopane	I	1593
1173	Seweryn	Kubica	8	Zakopane	II	2831
391	Bartosz	Pawlowski	2	Zambrow	I	1150
1158	Patrycja	Borna	5	Zambrow	II	1500
907	Andrzej	Inny	5	Zambrow	I	1525
603	Kinga	Kaszyca	2	Zamosc	I	1299
986	Barbara	Krzeczkowska	2	Zamosc	I	1418
320	Arkadiusz	Maciejewski	2	Zamosc	IV	1879
1269	Monika	Antoszewska	2	Zamosc	I	2847
539	Adam	Gumowski	2	Zamosc	I	3059
419	Lucyna	Arabas	3	Zamosc	I	1000
798	Dorota	Blaszczyk	3	Zamosc	I	1145
1448	Celina	Bednarska	3	Zamosc	I	1264
380	Piotr	Banalow	9	Zamosc	I	1025
80	Artur	Duszczyk	2	Zawiercie	I	715
275	Iwona	Wegier	2	Zawiercie	I	1344
434	Agnieszka	Bartkowiak	2	Zawiercie	I	3034
732	Bronislawa	Michalska	2	Zawiercie	II	3097
1254	Zofia	Gala	3	Zawiercie	II	2861
1153	Zofia	Glapa	5	Zawiercie	I	600
684	Amadeusz	Bartosik	5	Zawiercie	I	607
976	Filip	Harazim	5	Zawiercie	I	883
585	Sara	Koterba	5	Zawiercie	I	1389
1059	Natalia	Kosciuszko	5	Zawiercie	I	1628
54	Klementyna	Bobkowicz	5	Zawiercie	III	3056
211	Bozena	Symanska	9	Zawiercie	III	873
255	Fryderyka	Slowik	2	Zgorzelec	IV	438
617	Michal	Rokosz	2	Zgorzelec	II	751
1350	Piotr	Kisielewicz	3	Zgorzelec	I	3026
862	Dominika	Maslon	4	Zgorzelec	I	1175
705	Dorota	Byra	3	Zielona Gora	I	1233
710	Alicja	Cygan	5	Zielona Gora	I	2578
653	Wiktoria	Gorska	2	Zory	II	391
333	Ewelina	Kocharyan	2	Zory	I	1118
748	Danuta	Bodnar	2	Zory	III	1543
1199	Ewa	Wasiak	2	Zory	I	2653
234	Luiza	Pawlak	3	Zory	II	1904
238	Jadwiga	Grobelny	3	Zory	III	2635
1445	Jan	Witaszczyk	5	Zory	V	973
224	Jerzy	Kielski	5	Zory	I	1258
1106	Marta	Arast	5	Zory	I	1470
314	Grazyna	Gorska	3	Zyrardow	V	1453
573	Zachariasz	Msciwujewski	5	Zyrardow	II	3044
1564	Ziemowit	Szczepanski	1	Zywiec	III	1834
1570	Anna	Dudek	1	Zywiec	II	3196
1077	Waclawa	Henka	2	Zywiec	III	799
1601	Rita	Pieczenczyk	2	Zywiec	II	2229
183	Angelika	Merak	3	Zywiec	II	415
63	Danuta	Bednar	3	Zywiec	I	1933
624	Katarzyna	Oleksy	5	Zywiec	I	2117
164	Jan	Babul	5	Zywiec	I	2720
