Id_studenta;Imie;Nazwisko;Uczelnia;Miejsce_zam;Rok_studiow;Dochod_na_osobe
931;Roza;Labaziewicz;Uniwersytet Pedagogiczny;D³ugopole-Zdrój 07-772;II;2958
932;Artur;Blotny;Uniwersytet Rolniczy;Racibórz 00-355;I;1641
933;Adam;Paterek;Politechnika Królewska;Wodzis³aw Sl¹ski 83-544;I;2559
934;Magdalena;Kulig;Politechnika Informatyczno-Elektroniczna;Wodzis³aw Sl¹ski 83-544;I;715
935;Pawel;Banasiewicz;Politechnika Informatyczno-Elektroniczna;Bytom 80-339;I;579
936;Wiktor;Buchta;Uniwersytet Rolniczy;Krosno 80-338;III;1652
937;Sobieslaw;Symanski;Uniwersytet Królewski;Ogrodzieniec 82-082;II;983
938;Dariusz;Kowalczyk;Uniwersytet Królewski;Nowy Targ 84-043;III;2441
939;Mieszko;Lewy;Politechnika Królewska;Zabrze 91-525;II;1408
940;Wiktoria;Gumienny;Politechnika Królewska;Rabka 30-698;I;855
941;Sylwia;Filipowicz;Politechnika Informatyczno-Elektroniczna;Koœcian 26-594;II;2693
942;Zofia;Maciarz;Politechnika Królewska;Jaworzynka 56-921;V;1299
943;Frydryk;Alancki;Uniwersytet Sportu i Turystyki;Miêdzyrzecze 28-079;III;2855
944;Patrycja;Roman;Uniwersytet Królewski;Toruñ 90-535;I;3345
945;Jolanta;Chmiel;Uniwersytet Królewski;Poraj 80-436;I;1300
946;Boleslaw;Bialowasicz;Politechnika Informatyczno-Elektroniczna;Przemyœl 38-959;I;2057
947;Agnieszka;Stachowiak;Uniwersytet Pedagogiczny;Katowice 72-241;I;3199
948;Bronislawa;Ludwig;Uniwersytet Królewski;Warszawa 83-294;III;1400
949;Wojciech;Iwanski;Uniwersytet Pedagogiczny;Bezledy 75-057;II;2580
950;Elzbieta;Zagorska;Politechnika Królewska;Lêdziny 27-535;IV;486
951;Wielislaw;Watroba;Politechnika Informatyczno-Elektroniczna;Œwiêtoch³owice 38-932;III;1035
952;Kamil;Bartnik;Politechnika Informatyczno-Elektroniczna;Elbl¹g 10-656;I;1718
953;Zygmunt;Grzmil;Politechnika Informatyczno-Elektroniczna;Prudnik 09-823;II;1346
954;Mateusz;Kawicki;Politechnika Informatyczno-Elektroniczna;Bielsk Podlaski 96-087;I;3253
955;Mateusz;Mazurkiewicz;Politechnika Informatyczno-Elektroniczna;Wojkowice 84-273;I;3000
956;Cecylia;Boguslawska;Politechnika Królewska;Szczyrk 75-361;IV;1225
957;Alicja;Urbanczyk;Uniwersytet Ekonomiczny;Szczyrk 75-361;I;3022
958;Jan;Kamyk;Uniwersytet Rolniczy;Bielsk Podlaski 96-087;I;2899
959;Anna;Pytka;Politechnika Królewska;Tarnów 87-348;I;1146
960;Ryszard;Grabowski;Politechnika Informatyczno-Elektroniczna;Gdañsk 83-271;III;728
961;Janusz;Smitkowski;Politechnika Królewska;Pszczyna 53-858;V;2238
962;Jan;Karbowniczek;Politechnika Informatyczno-Elektroniczna;Pyrzyce 76-362;IV;2865
963;Teresa;Wozniak;Uniwersytet Królewski;Tarnów 87-348;II;3094
964;Mateusz;Chwalinski;Politechnika Królewska;W³odowice 37-089;I;1802
965;Wojciech;Sobczak;Politechnika Królewska;KuŸnia Raciborska 78-122;I;2626
966;Zofia;Klein;Politechnika Królewska;KuŸnia Raciborska 78-122;III;849
967;Eustachy;Pustulka;Uniwersytet Królewski;D¹browa Górnicza 75-727;III;1080
968;Lucyna;Sokolowska;Politechnika Królewska;Koniaków 34-607;II;2284
969;Rafal;Rybak;Politechnika Informatyczno-Elektroniczna;Dobieszowice 34-734;II;1366
970;Agnieszka;Baranowska;Uniwersytet Królewski;Pszczyna 53-858;I;772
971;Anna;Szafranska;Politechnika Informatyczno-Elektroniczna;Bielsk Podlaski 96-087;I;1671
972;Malgorzata;Koczorowska;Politechnika Informatyczno-Elektroniczna;Katowice 72-241;I;431
973;Gracja;Warecka;Politechnika Królewska;Siewierz 65-885;II;3030
974;Michal;Piechota;Uniwersytet Ekonomiczny;Chorzów 97-545;V;1748
975;Krystyna;Brylka;Politechnika Informatyczno-Elektroniczna;G³ucho³azy 30-136;V;2256
976;Filip;Harazim;Uniwersytet Królewski;Zawiercie 58-922;I;883
977;Maria;Bakala;Uniwersytet Królewski;Jastrzêbie-Zdrój 51-394;I;2293
978;Piotr;Jablonski;Politechnika Informatyczno-Elektroniczna;Sanok 71-890;V;1185
979;Michal;Powietrzynski;Uniwersytet Królewski;Radom 43-586;I;2260
980;Adelajda;Sobczak;Politechnika Informatyczno-Elektroniczna;Trzebinia 26-607;I;1087
981;Ryszard;Skrzypczyk;Politechnika Królewska;Cieszyn 68-101;III;1049
982;Marek;Marciniak;Uniwersytet Królewski;Rabka 30-698;I;827
983;Slawomir;Afganski;Uniwersytet Muzyczny;Wolbrom 46-174;II;1583
984;Jolanta;Marcz;Politechnika Królewska;Wolbrom 46-174;I;573
985;Tomasz;Kania;Uniwersytet Królewski;Strzelce Opolskie 60-596;I;2458
986;Barbara;Krzeczkowska;Politechnika Informatyczno-Elektroniczna;Zamoœæ 99-773;I;1418
987;Zuzanna;Walczynska;Politechnika Królewska;Wadowice 47-222;I;1035
988;Gabriela;Zajac;Politechnika Królewska;Cieszyn 68-101;II;1757
989;Henryk;Walczak;Uniwersytet Królewski;Bêdzin 69-501;II;923
990;Kuba;Kaminska;Uniwersytet Królewski;Bytom 80-339;II;1274
991;Wieslaw;Bananowski;Politechnika Informatyczno-Elektroniczna;Bielsk Podlaski 96-087;II;2930
992;Roman;Szumylowicz;Politechnika Informatyczno-Elektroniczna;Kêdzierzyn-KoŸle 81-133;IV;1176
993;Bronislaw;Hubertus;Uniwersytet Pedagogiczny;Giera³towice 04-834;I;2912
994;Roman;Buszek;Uniwersytet Królewski;Bezledy 75-057;II;771
995;Ewa;Szepelak;Politechnika Informatyczno-Elektroniczna;P³ock 04-688;I;2284
996;Szymon;Wcislowski;Uniwersytet Rolniczy;Gryfice 51-783;II;1444
997;Aleksandra;Pietak;Uniwersytet Królewski;Ciechanów 37-640;I;2499
998;Kacper;Berkowski;Uniwersytet Muzyczny;Otmuchów 69-204;I;1127
999;Jagoda;Szmaglinska;Politechnika Królewska;Siewierz 65-885;I;605
1000;Mariusz;Morawski;Politechnika Królewska;Rajcza 18-286;IV;467
1001;Natalia;Kochman;Akademia Sztuk Piêknych;Skorogoszcz 57-633;I;2854
1002;Zofia;Bartczak;Politechnika Informatyczno-Elektroniczna;Zabrze 91-525;II;1551
1003;Celina;Kubera;Uniwersytet Królewski;Brzesko 96-703;IV;729
1004;Faustyn;Katana;Politechnika Królewska;Legionowo 36-889;I;3318
1005;Amelia;Awast;Politechnika Królewska;G³ubczyce 65-458;I;3321
1006;Paulina;Michalak;Politechnika Królewska;Tarnowskie Góry 24-243;I;1204
1007;Frydryk;Wenc;Politechnika Informatyczno-Elektroniczna;Poznañ 40-853;V;1452
1008;Aleksander;Bolkowski;Politechnika Królewska;Wis³a 99-436;I;3247
1009;Celestyna;Ozga;Politechnika Informatyczno-Elektroniczna;D¹browa Górnicza 75-727;II;1377
1010;Lucja;Wicinska;Uniwersytet Królewski;Katowice 72-241;I;2180
1011;Jerzy;Gibki;Uniwersytet Królewski;Miko³ów 96-497;III;1770
1012;Halina;Klimaszewska;Politechnika Informatyczno-Elektroniczna;Szamotu³y 64-698;I;2138
1013;Mateusz;Wolny;Uniwersytet Pedagogiczny;W³odowice 37-089;V;1240
1014;Jadwiga;Tarkowska;Politechnika Informatyczno-Elektroniczna;Tychy 76-939;II;558
1015;Tomasz;Bansik;Uniwersytet Królewski;Na³êczów 83-630;II;2355
1016;Zofia;Staniec;Politechnika Królewska;Karniewo 21-405;II;610
1017;Jerzy;Barankiewicz;Politechnika Królewska;Olkusz 19-255;I;869
1018;Anna;Ludwin;Uniwersytet Królewski;Barwinek 09-428;IV;2514
1019;Jaroslaw;Nowik;Politechnika Królewska;Nowy S¹cz 62-813;III;3069
1020;Kamil;Kozlowski;Uniwersytet Pedagogiczny;Wolbrom 46-174;V;843
1021;Anna;Klubicka;Politechnika Informatyczno-Elektroniczna;Pu³awy 66-219;I;2039
1022;Paulina;Barcik;Uniwersytet Królewski;Zakopane 00-995;I;821
1023;Edyta;Wojcik;Politechnika Informatyczno-Elektroniczna;Katowice 72-241;III;2649
1024;Karol;Brodowicz;Politechnika Królewska;Jas³o 92-050;IV;1519
1025;Kamil;Malek;Uniwersytet Ekonomiczny;Miechów 47-553;II;2719
1026;Ewa;Holda;Politechnika Informatyczno-Elektroniczna;Wejherowo 68-209;II;628
1027;Anna;Krakowska;Politechnika Informatyczno-Elektroniczna;G³ubczyce 65-458;I;3035
1028;Honorata;Jasinska;Politechnika Informatyczno-Elektroniczna;D¹browa Górnicza 75-727;II;530
1029;Roman;Badurzewski;Politechnika Informatyczno-Elektroniczna;Rabka 30-698;I;2135
1030;Mateusz;Switaj;Politechnika Królewska;Limanowa 65-385;I;1947
1031;Franciszek;Piaty;Politechnika Informatyczno-Elektroniczna;Jejkowice 67-738;IV;1202
1032;Mikolaj;Pietras;Politechnika Królewska;Gliwice 11-608;I;2686
1033;Urszula;Misiak;Politechnika Królewska;Ustroñ 51-637;II;590
1034;Anna;Halinowska;Politechnika Informatyczno-Elektroniczna;Œwiêtoch³owice 38-932;I;1934
1035;Antoni;Borowicz;Uniwersytet Królewski;Olkusz 19-255;IV;2699
1036;Jozef;Maj;Politechnika Informatyczno-Elektroniczna;Jaworzno 98-650;II;1191
1037;Zofia;Miejska;Akademia Sztuk Piêknych;Przemyœl 38-959;II;3283
1038;Andrzej;Dubala;Politechnika Informatyczno-Elektroniczna;Siemianowice Sl¹skie 09-006;I;2519
1039;Wincenty;Klimkiewicz;Uniwersytet Królewski;Racibórz 00-355;I;1416
1040;Zdzislawa;Hejak;Politechnika Informatyczno-Elektroniczna;Przemyœl 38-959;IV;2233
1041;Franciszek;Leszczynski;Uniwersytet Królewski;Mys³owice 13-220;IV;2676
1042;Maksym;Majewski;Politechnika Informatyczno-Elektroniczna;£om¿a 22-623;III;1309
1043;Kamil;Kucharski;Politechnika Informatyczno-Elektroniczna;Wolbrom 46-174;II;923
1044;Elwira;Banowicz;Politechnika Królewska;Jastrzêbie-Zdrój 51-394;I;1397
1045;Zofia;Skrzydlewska;Politechnika Informatyczno-Elektroniczna;Siemianowice Sl¹skie 09-006;V;1545
1046;Miloslaw;Kozik;Politechnika Informatyczno-Elektroniczna;Soœnicowice 15-658;III;2367
1047;Danuta;Kowalczyk;Wy¿sza Szko³a Techniczna;Wroc³aw 62-182;V;2844
1048;Hanna;Aleksy;Uniwersytet Sportu i Turystyki;Ciechanów 37-640;I;3031
1049;Alina;Literacka;Uniwersytet Królewski;Kielce 04-274;I;576
1050;Karol;Medrzec;Uniwersytet Królewski;Malbork 70-239;II;1603
1051;Anastazja;Grabowska;Politechnika Informatyczno-Elektroniczna;Miko³ów 96-497;V;2706
1052;Malgorzata;Katowska;Politechnika Informatyczno-Elektroniczna;S³awków 42-081;I;3076
1053;Adam;Wolski;Politechnika Informatyczno-Elektroniczna;Miechów 47-553;I;3241
1054;Dorota;Roos;Uniwersytet Sportu i Turystyki;Lêdziny 27-535;I;852
1055;Ewa;Baranicz;Politechnika Królewska;Bielsk Podlaski 96-087;I;2580
1056;Serafin;Symanski;Politechnika Informatyczno-Elektroniczna;Katowice 72-241;II;683
1057;Wioletta;Maciejewska;Politechnika Informatyczno-Elektroniczna;Kalisz 29-379;V;668
1058;Julita;Ciecierska;Uniwersytet Królewski;KuŸnia Raciborska 78-122;I;1273
1059;Natalia;Kosciuszko;Uniwersytet Królewski;Zawiercie 58-922;I;1628
1060;Karina;Siwczynska;Politechnika Informatyczno-Elektroniczna;Kielce 04-274;III;1035
1061;Katarzyna;Augustynik;Politechnika Informatyczno-Elektroniczna;Sosnowiec 14-721;I;3052
1062;Danuta;Bialecka;Politechnika Informatyczno-Elektroniczna;Limanowa 65-385;I;685
1063;Damian;Wanad;Uniwersytet Królewski;Tarnowskie Góry 24-243;I;1651
1064;Michalina;Busz;Politechnika Informatyczno-Elektroniczna;Kêdzierzyn-KoŸle 81-133;IV;639
1065;Mateusz;Mrusz;Politechnika Informatyczno-Elektroniczna;Szczekociny 66-008;II;1808
1066;Artur;Wolicz;Uniwersytet Królewski;Tarnobrzeg 85-266;I;2893
1067;Zygmunt;Czajkowski;Politechnika Królewska;Istebna 22-654;II;2861
1068;Adam;Babecki;Uniwersytet Rolniczy;Strzelce Opolskie 60-596;I;2536
1069;Patryk;Sowa;Uniwersytet Królewski;Katowice 72-241;IV;2922
1070;Barbara;Czarnecka;Politechnika Informatyczno-Elektroniczna;Przemyœl 38-959;V;2940
1071;Karolina;Biegajczyk;Politechnika Informatyczno-Elektroniczna;G³ucho³azy 30-136;I;2054
1072;Kajetan;Kuzon;Politechnika Informatyczno-Elektroniczna;Legionowo 36-889;I;1249
1073;Kamil;Bajer;Akademia Sztuk Piêknych;Nysa 72-297;I;3074
1074;Jakub;Kucharczyk;Politechnika Królewska;Mys³owice 13-220;I;2404
1075;Rafal;Turowski;Uniwersytet Królewski;Pszczyna 53-858;III;1908
1076;Witold;Muraszkowski;Politechnika Informatyczno-Elektroniczna;Miko³ów 96-497;II;1357
1077;Waclawa;Henka;Politechnika Informatyczno-Elektroniczna;¯ywiec 00-137;III;799
1078;Janusz;Sekula;Politechnika Informatyczno-Elektroniczna;Miko³ów 96-497;I;850
1079;Dariusz;Barcinski;Uniwersytet Królewski;Konin 39-551;II;1115
1080;Jerzy;Obornicki;Politechnika Informatyczno-Elektroniczna;Krzeszowice 91-488;I;2015
1081;Katarzyna;Hohenberg;Politechnika Informatyczno-Elektroniczna;Wêgorzewo 67-547;I;1653
1082;Grzegorz;Wroclawski;Uniwersytet Królewski;Ogrodzieniec 82-082;IV;1899
1083;Anna;Kubiak;Politechnika Informatyczno-Elektroniczna;Chorzów 97-545;I;3222
1084;Adam;Kalka;Politechnika Informatyczno-Elektroniczna;Rybnik 24-983;I;427
1085;Andrzej;Blasik;Politechnika Informatyczno-Elektroniczna;Miechów 47-553;I;2289
1086;Kuba;Sonarska;Politechnika Informatyczno-Elektroniczna;Ruda Sl¹ska 12-684;II;966
1087;Henryk;Macutkiewicz;Uniwersytet Sportu i Turystyki;Mys³owice 13-220;III;2086
1088;Irmina;Kilen;Politechnika Królewska;Krosno 80-338;I;1985
1089;Malgorzata;Pietrzyk;Politechnika Królewska;Lêdziny 27-535;I;3243
1090;Kazimiera;Sobiecka;Politechnika Informatyczno-Elektroniczna;Ustroñ 51-637;I;1402
1091;Rafal;Wierzbicki;Akademia Sztuk Piêknych;Katowice 72-241;I;2823
1092;Anna;Witek;Uniwersytet Rolniczy;Ruda Sl¹ska 12-684;I;2729
1093;Martyna;Lamorska;Uniwersytet Pedagogiczny;Wis³a 99-436;I;740
1094;Elzbieta;Matczak;Politechnika Informatyczno-Elektroniczna;Katowice 72-241;V;1528
1095;Lucyna;Wojciechowska;Politechnika Królewska;Tarnowskie Góry 24-243;III;2806
1096;Dorota;Chenowska;Politechnika Królewska;Nowy Targ 84-043;I;2956
1097;Juliusz;Piechocki;Uniwersytet Królewski;G³ubczyce 65-458;IV;3134
1098;Zbigniew;Stypula;Uniwersytet Królewski;E³k 05-563;I;1878
1099;Maciej;Rojkiewicz;Politechnika Królewska;Ogrodzieniec 82-082;I;2143
1100;Agnieszka;Kaczmarczyk;Uniwersytet Sportu i Turystyki;Sosnowiec 14-721;I;2348
1101;Barbara;Swiegoda;Uniwersytet Królewski;Katowice 72-241;I;2919
1102;Natasza;Duda;Uniwersytet Sportu i Turystyki;Sopot 77-187;III;2125
1103;Elzbieta;Matuszewska;Politechnika Informatyczno-Elektroniczna;Limanowa 65-385;I;1140
1104;Anna;Stefanska;Politechnika Informatyczno-Elektroniczna;S³awków 42-081;I;2185
1105;Franciszek;Bartoszek;Politechnika Królewska;Rzeszów 89-735;I;1232
1106;Marta;Arast;Uniwersytet Królewski;¯ory 29-724;I;1470
1107;Maria;Chojnacka;Uniwersytet Ekonomiczny;Barlinek 83-236;I;1239
1108;Wojciech;Gorski;Politechnika Informatyczno-Elektroniczna;Sieradz 62-407;III;2548
1109;Lucyna;Sokolowska;Akademia Sztuk Piêknych;Tworóg 62-560;V;2832
1110;Bronislaw;Wozniak;Uniwersytet Królewski;Strzelce Opolskie 60-596;I;2796
1111;Angelika;Mrozek;Politechnika Królewska;Tarnów 87-348;IV;2291
1112;Edward;Malinowski;Politechnika Królewska;Trzebinia 26-607;I;3265
1113;Izabella;Beniowska;Politechnika Królewska;Gdañsk 83-271;I;3322
1114;Aneta;Basista;Uniwersytet Królewski;Piotrków Trybunalski 04-419;I;2579
1115;Agata;Altman;Uniwersytet Królewski;Jas³o 92-050;I;2584
1116;Adelajda;Nucinska;Politechnika Informatyczno-Elektroniczna;Tarnów 87-348;V;1289
1117;Witold;Mus;Uniwersytet Królewski;Dêblin 53-807;V;1912
1118;Przemyslaw;Lipert;Politechnika Informatyczno-Elektroniczna;Lubliniec 14-322;II;1929
1119;Adam;Beben;Politechnika Informatyczno-Elektroniczna;Kobylin 02-635;I;2162
1120;Roksana;Kajka;Politechnika Informatyczno-Elektroniczna;Kogutek 99-754;II;2036
1121;Dominika;Pudlowicz;Politechnika Informatyczno-Elektroniczna;Katowice 72-241;I;2824
1122;Aleksy;Rebacz;Uniwersytet Królewski;Bia³ystok 54-632;I;2784
1123;Zygfryd;Klimczyk;Uniwersytet Królewski;Olkusz 19-255;I;1955
1124;Boguslawa;Ostrowska;Uniwersytet Królewski;Tarnowskie Góry 24-243;V;2466
1125;Celina;Bekasiewicz;Uniwersytet Rolniczy;Jas³o 92-050;I;1526
1126;Marcin;Pawlowski;Politechnika Królewska;Ruda Sl¹ska 12-684;II;2438
1127;Elzbieta;Czwartek;Politechnika Królewska;Chorzów 97-545;I;2846
1128;Jan;Bialek;Politechnika Informatyczno-Elektroniczna;Miechów 47-553;I;1686
1129;Robert;Zalesiak;Politechnika Królewska;Kobylin-Borzymy 21-258;I;1115
1130;Adrianna;Wojtczak;Uniwersytet Ekonomiczny;Kruszwica 33-294;I;2847
1131;Aniela;Dymek;Uniwersytet Pedagogiczny;Trzebinia 26-607;IV;2207
1132;Marek;Zawodnik;Politechnika Królewska;Katowice 72-241;I;3294
1133;Antoni;Kaber;Uniwersytet Królewski;Ogrodzieniec 82-082;I;2522
1134;Grzegorz;Serocki;Politechnika Królewska;Pila 06-355;I;2664
1135;Iwona;Kedrak;Politechnika Informatyczno-Elektroniczna;Je¿ewo 53-780;III;3062
1136;Tomasz;Janowski;Uniwersytet Pedagogiczny;Trzebinia 26-607;II;2163
1137;Izabella;Chorzowik;Politechnika Informatyczno-Elektroniczna;Miko³ów 96-497;I;2409
1138;Stanislaw;Zelazko;Politechnika Informatyczno-Elektroniczna;Lubliniec 14-322;V;1363
1139;Karolina;Wozniakiewicz;Politechnika Informatyczno-Elektroniczna;Wis³a 99-436;I;2909
1140;Wioletta;Zawadzka;Politechnika Informatyczno-Elektroniczna;Wadowice 47-222;II;2254
1141;Danuta;Jachimowicz;Uniwersytet Królewski;Gorzów Wielkopolski 78-003;I;705
1142;Hanna;Bidowska;Politechnika Informatyczno-Elektroniczna;Wojkowice 84-273;I;2551
1143;Magdalena;Klekowska;Uniwersytet Królewski;Zakopane 00-995;I;2511
1144;Anna;Michajlow;Uniwersytet Królewski;Kraœnik 90-749;I;2312
1145;Bartosz;Tomaszewski;Politechnika Królewska;Wis³a 99-436;II;1511
1146;Filip;Zukowski;Politechnika Informatyczno-Elektroniczna;Ruda Sl¹ska 12-684;I;1740
1147;Jadwiga;Graniecka;Politechnika Informatyczno-Elektroniczna;Strzelce Opolskie 60-596;I;1499
1148;Dorota;Kozikowska;Politechnika Królewska;Œwieradów-Zdrój 01-685;I;2928
1149;Mariusz;Adamowiczek;Politechnika Informatyczno-Elektroniczna;G³ucho³azy 30-136;I;2393
1150;Marta;Berakowska;Uniwersytet Ekonomiczny;Szczekociny 66-008;I;1850
1151;Kacper;Sokolowski;Uniwersytet Królewski;Lublin 79-726;II;1241
1152;Janusz;Sapek;Politechnika Królewska;Nowy Targ 84-043;II;1160
1153;Zofia;Glapa;Uniwersytet Królewski;Zawiercie 58-922;I;600
1154;Aleksandra;Koszewska;Uniwersytet Królewski;Katowice 72-241;I;700
1155;Jadwiga;Chaberow;Politechnika Informatyczno-Elektroniczna;Medyka 67-566;I;2396
1156;Tomasz;Gates;Uniwersytet Rolniczy;Alwernia 27-938;II;1421
1157;Wiktoria;Wieczorek;Uniwersytet Królewski;Tychy 76-939;V;2186
1158;Patrycja;Borna;Uniwersytet Królewski;Zambrów 53-324;II;1500
1159;Szymon;Brandys;Politechnika Informatyczno-Elektroniczna;Koniaków 34-607;II;2119
1160;Michal;Zwierzynski;Uniwersytet Królewski;Inowroc³aw 21-327;I;1370
1161;Dyta;Nowakowska;Politechnika Informatyczno-Elektroniczna;Prudnik 09-823;V;1435
1162;Anna;Sabat;Uniwersytet Królewski;Soœnicowice 15-658;I;1223
1163;Beata;Gajewska;Uniwersytet Królewski;Jejkowice 67-738;I;455
1164;Michal;Kupiec;Uniwersytet Królewski;Alwernia 27-938;II;936
1165;Elzbieta;Lubanska;Akademia Sztuk Piêknych;Lubaczów 60-915;I;2715
1166;Dariusz;Konczak;Politechnika Informatyczno-Elektroniczna;Limanowa 65-385;I;2351
1167;Stefan;Blazejczyk;Uniwersytet Królewski;Jaworzynka 56-921;II;1799
1168;Malgorzata;Zielinska;Uniwersytet Królewski;Oœwiêcim 27-702;V;1345
1169;Julia;Adamiak;Politechnika Informatyczno-Elektroniczna;Bêdzin 69-501;I;2254
1170;Michal;Bujak;Uniwersytet Królewski;Tarnów 87-348;I;1454
1171;Stefan;Lipski;Uniwersytet Królewski;Oœwiêcim 27-702;II;2529
1172;Krzysztof;Wachowicz;Politechnika Królewska;Dêblin 53-807;I;1928
1173;Seweryn;Kubica;Uniwersytet Rolniczy;Zakopane 00-995;II;2831
1174;Kamil;Wojcicki;Uniwersytet Królewski;Dêblin 53-807;III;1354
1175;Tomasz;Aniol;Uniwersytet Pedagogiczny;Siemianowice Sl¹skie 09-006;II;1824
1176;Judyta;Krawiec;Uniwersytet Królewski;RogoŸnik 74-768;V;2911
1177;Wojciech;Mielczarek;Politechnika Informatyczno-Elektroniczna;Miko³ów 96-497;III;1485
1178;Malgorzata;Janiszewska;Politechnika Królewska;Ustroñ 51-637;II;3127
1179;Ewa;Pawluk;Akademia Sztuk Piêknych;Wa³brzych 62-834;I;3218
1180;Izabella;Olszewska;Uniwersytet Sportu i Turystyki;Opole 16-549;I;2183
1181;Wojciech;Bartus;Politechnika Informatyczno-Elektroniczna;Rzeszów 89-735;I;1185
1182;Borys;Krolikiewicz;Uniwersytet Królewski;Przemyœl 38-959;I;2506
1183;Anna;Dziwak;Politechnika Informatyczno-Elektroniczna;Racibórz 00-355;I;2519
1184;Monika;Nocun;Politechnika Informatyczno-Elektroniczna;Rybnik 24-983;I;1744
1185;Jolanta;Dworek;Uniwersytet Pedagogiczny;Pu³awy 66-219;I;2126
1186;Marcin;Rusin;Politechnika Królewska;Oœwiêcim 27-702;IV;2578
1187;Rafal;Eminowicz;Politechnika Informatyczno-Elektroniczna;Nysa 72-297;IV;2555
1188;Wiga;Debska;Politechnika Królewska;Lêdziny 27-535;II;523
1189;Zbigniew;Adamczyk;Politechnika Informatyczno-Elektroniczna;Wa³brzych 62-834;III;2121
1190;Stanislaw;Pigulski;Politechnika Królewska;Medyka 67-566;II;1340
1191;Kinga;Pisarska;Uniwersytet Sportu i Turystyki;Jejkowice 67-738;I;2716
1192;Wojciech;Jagodzinski;Uniwersytet Królewski;Limanowa 65-385;V;818
1193;Marcin;Cwikowski;Uniwersytet Królewski;Tarnów 87-348;III;1144
1194;Witold;Czarnecki;Akademia Sztuk Piêknych;Kêdzierzyn-KoŸle 81-133;II;3010
1195;Ewa;Szczublewska;Politechnika Informatyczno-Elektroniczna;Dobieszowice 34-734;I;420
1196;Celina;Tomaszewska;Uniwersytet Królewski;Tarnowskie Góry 24-243;V;872
1197;Robert;Oleszko;Uniwersytet Królewski;Che³m 37-997;III;1922
1198;Alicja;Kwasniak;Politechnika Królewska;Barwinek 09-428;V;1860
1199;Ewa;Wasiak;Politechnika Informatyczno-Elektroniczna;¯ory 29-724;I;2653
1200;Jakub;Szczepanski;Uniwersytet Królewski;K³omnice 43-045;I;1120
1201;Julita;Burza;Uniwersytet Królewski;Katowice 72-241;II;882
1202;Anna;Szendzielorz;Politechnika Królewska;Walce 28-103;I;2403
1203;Grzegorz;Misiek;Uniwersytet Królewski;Giera³towice 04-834;III;3156
1204;Rafal;Szkwarek;Politechnika Królewska;Lubliniec 14-322;IV;2859
1205;Agnieszka;Malicka;Politechnika Informatyczno-Elektroniczna;Istebna 22-654;I;644
1206;Anna;Milewska;Politechnika Królewska;Tarnów 87-348;I;1430
1207;Mikolaj;Hejdysz;Politechnika Królewska;Soœnicowice 15-658;I;1373
1208;Maciej;Skoczylas;Politechnika Informatyczno-Elektroniczna;Miko³ów 96-497;I;1809
1209;Tomasz;Szymik;Uniwersytet Królewski;Jejkowice 67-738;V;2629
1210;Anastazja;Haszczyc;Uniwersytet Królewski;Jas³o 92-050;IV;2724
1211;Klaudiusz;Sokolowski;Uniwersytet Rolniczy;Bytom 80-339;III;1207
1212;Dorota;Szymanek;Uniwersytet Królewski;Ogrodzieniec 82-082;I;1364
1213;Maja;Jedrzejczyk;Politechnika Informatyczno-Elektroniczna;Jas³o 92-050;I;838
1214;Tomasz;Adamiecki;Akademia Sztuk Piêknych;G³ucho³azy 30-136;II;661
1215;Dominik;Rolla;Uniwersytet Królewski;Gryfice 51-783;I;3078
1216;Beata;Podlaska;Politechnika Informatyczno-Elektroniczna;Katowice 72-241;I;354
1217;Boguslaw;Olszewski;Politechnika Informatyczno-Elektroniczna;Che³m 37-997;II;1256
1218;Alicja;Strojna;Politechnika Informatyczno-Elektroniczna;Bêdzin 69-501;I;2838
1219;Anna;Konieczna;Uniwersytet Pedagogiczny;Wroc³aw 62-182;III;992
1220;Jadwiga;Przybylska;Uniwersytet Królewski;Soœnicowice 15-658;I;2199
1221;Adrian;Banaszczyk;Uniwersytet Królewski;Julianka 95-306;I;697
1222;Anna;Mikocka;Politechnika Informatyczno-Elektroniczna;Siedlce 14-461;II;1680
1223;Karol;Abramczyk;Politechnika Informatyczno-Elektroniczna;Sosnowiec 14-721;I;2638
1224;Anna;Miecznikowska;Wy¿sza Szko³a Techniczna;Rzeszów 89-735;V;955
1225;Beata;Ciechanowicz;Uniwersytet Ekonomiczny;Nowy Targ 84-043;V;1778
1226;Anna;Kaminska;Politechnika Królewska;Bo¿ewo 94-896;IV;1960
1227;Piotr;Jaworski;Politechnika Informatyczno-Elektroniczna;Pyrzowice 49-345;I;2303
1228;Daniel;Felinski;Politechnika Informatyczno-Elektroniczna;Sosnowiec 14-721;I;2268
1229;Natalia;Sobolewska;Politechnika Królewska;Jêdrzejów 62-049;I;2408
1230;Tomasz;Wozniak;Politechnika Informatyczno-Elektroniczna;S³awków 42-081;III;1695
1231;Zofia;Sikora;Uniwersytet Królewski;G³ucho³azy 30-136;II;1866
1232;Helena;Bliszczyk;Politechnika Informatyczno-Elektroniczna;Miechów 47-553;I;2104
1233;Kacper;Klimka;Uniwersytet Ekonomiczny;Witonia 21-857;IV;2072
1234;Ewelia;Basiak;Politechnika Królewska;Siewierz 65-885;I;1994
1235;Piotr;Nowak ;Politechnika Królewska;Tarnobrzeg 85-266;II;3039
1236;Ewa;Biel;Politechnika Królewska;Lêdziny 27-535;I;2416
